,nr. sessions,nr. rest days,total kms,max km one day,total km Z3-Z4-Z5-T1-T2,"nr. tough sessions (effort in Z5, T1 or T2)",nr. days with interval session,total km Z3-4,max km Z3-4 one day,total km Z5-T1-T2,max km Z5-T1-T2 one day,total hours alternative training,nr. strength trainings,avg exertion,min exertion,max exertion,avg training success,min training success,max training success,avg recovery,min recovery,max recovery,nr. sessions.1,nr. rest days.1,total kms.1,max km one day.1,total km Z3-Z4-Z5-T1-T2.1,"nr. tough sessions (effort in Z5, T1 or T2).1",nr. days with interval session.1,total km Z3-4.1,max km Z3-4 one day.1,total km Z5-T1-T2.1,max km Z5-T1-T2 one day.1,total hours alternative training.1,nr. strength trainings.1,avg exertion.1,min exertion.1,max exertion.1,avg training success.1,min training success.1,max training success.1,avg recovery.1,min recovery.1,max recovery.1,nr. sessions.2,nr. rest days.2,total kms.2,max km one day.2,total km Z3-Z4-Z5-T1-T2.2,"nr. tough sessions (effort in Z5, T1 or T2).2",nr. days with interval session.2,total km Z3-4.2,max km Z3-4 one day.2,total km Z5-T1-T2.2,max km Z5-T1-T2 one day.2,total hours alternative training.2,nr. strength trainings.2,avg exertion.2,min exertion.2,max exertion.2,avg training success.2,min training success.2,max training success.2,avg recovery.2,min recovery.2,max recovery.2,Athlete ID,injury,rel total kms week 0_1,rel total kms week 0_2,rel total kms week 1_2,Date
nr. days with interval session.2,0.3061761532862275,-0.3300868387867184,0.4299857635110768,0.39262725734759324,0.4223466589044461,0.443408134871827,0.560788409993419,0.2467949501360594,0.2594479088873992,0.3566847198193651,0.36277653859956804,-0.19755747035394625,-0.025353169869446975,0.08903358117611951,0.05091848633653467,0.11186036434988869,0.008718193205763346,-0.02364645204145058,0.017550683140081787,0.08157701673286774,0.061024309192498405,0.09247029201452689,0.36164844261840595,-0.38737338837759133,0.48526599406827947,0.43885619717684743,0.47717042501510887,0.46930084857034665,0.6199493013367983,0.2928703166625756,0.3051699775037168,0.3921771851874752,0.4123449186170319,-0.21702347709920533,0.011759436820478732,0.10470890841176485,0.05852505329725781,0.12981110649679728,0.018517955689923354,-0.018853526394630275,0.03049872666466326,0.1048995532882534,0.07684164789244873,0.11803295882960214,0.5077010061566661,-0.5360576853751564,0.6149639165545713,0.5068564890894928,0.7614412289705639,0.6832930253644505,1.0,0.5311411298052608,0.4960624744913984,0.5629795904541072,0.5426261259897998,-0.22668485889449952,0.0629660139158305,0.15324423863547526,0.08257061677362519,0.1707439945908624,0.03555067320900157,-0.010208712601321794,0.04961590971370129,0.11502054758276915,0.073485350428617,0.13998856880828756,-0.038085448570386496,0.006973364700532317,-0.07735719004660147,-0.16860270050812096,-0.13399789271310183,-0.044232331562691796
total km Z3-4.2,0.2247139830877722,-0.20565843375786538,0.40220175019820276,0.37070351650464123,0.37438492635520776,0.01676742734686808,0.2951639632437826,0.41977974674113677,0.40363300641249017,0.08350965636872004,0.12518476010902668,-0.09641271718314257,-0.0251081065033298,0.014704022003777894,-0.018697093324427528,0.052483711768709584,0.06826734352094278,0.04138648156662278,0.072091693717769,0.008805738577979389,-0.025445952821624967,0.042831347613199296,0.245025965249883,-0.22793995868079064,0.43363712709440044,0.3902130148396132,0.4042135595721158,-0.0028277456334349356,0.3168711795515512,0.46572989483427474,0.4419167887335672,0.07552343351776862,0.12901376780873544,-0.10085279061275976,-0.01571260114237049,0.018488612846969302,-0.01116815914079057,0.05223749386150409,0.07451777531293816,0.04974023955418718,0.07742953534638555,0.01992506722443188,-0.012831417568514877,0.052288335737067,0.32802614132084934,-0.31101288279076406,0.548339191064692,0.4927308434652312,0.7374447805045763,-0.11996529768273081,0.5311411298052608,1.0,0.9170850483443509,-0.05083396298882129,0.02921261766792735,-0.08781863777294369,0.008558551385339532,0.043179981965472645,0.016055963745789503,0.06834461986981676,0.08638903171309684,0.060145010306987906,0.08891412619646957,0.028561832794300496,-0.0076231798294267815,0.06347090237917175,0.0039025880079607412,0.00041969782957537786,-0.026961418907859764,-0.08976295682524274,-0.07133958963780834,0.04204230512115278
max km Z3-4 one day.2,0.23401705343572837,-0.21962790686459355,0.41215731370859615,0.38170802485211475,0.38840636290439523,0.06366710781679621,0.3091275544828109,0.40378401078472786,0.40261851147216815,0.12483630669256011,0.16409400998543588,-0.10255750159595599,-0.025849825489846698,0.027114172973678956,-0.012172640962995742,0.06495972132187525,0.07372261110096358,0.0422926895647889,0.08053744205892821,0.03057114257523939,-0.006181124417562533,0.06102527613958934,0.2550654877770111,-0.24283482262453923,0.4380479320007364,0.3973408014350279,0.41247436076448124,0.04702250182745651,0.3282029848478184,0.43556183426981354,0.4288073926866287,0.12581332285336697,0.1791812229951914,-0.10369077300331629,-0.016666880499836712,0.03099845379369243,-0.00623492845596136,0.0651706782863814,0.08206893777023903,0.05585099408598814,0.08533608462863464,0.03892307664011451,0.00360889177673185,0.06888761026103653,0.32316828292784283,-0.31513181106863253,0.5419869869693109,0.5185584357283745,0.7182632037905131,-0.050380622390914544,0.4960624744913984,0.9170850483443509,1.0,0.022184300925410325,0.10918694577832914,-0.09435851924091038,0.009187904124073835,0.055412400975175406,0.0212490472456895,0.08421516580010385,0.09375743782235518,0.06612607347107509,0.09665257978487612,0.05155012699704136,0.01419585658422159,0.08127342245096139,-0.0020523381602288453,0.0021078657733670804,-0.033237006318916,-0.09797530321529062,-0.0778663950737545,0.05216960927054551
total km Z5-T1-T2.2,0.23915554883768506,-0.24011049548687166,0.3492958486392287,0.31440325931543744,0.33820857037266666,0.45615736762482717,0.33987396866806147,0.030231567255516848,0.07561604177486363,0.49199471609993795,0.47766399942428667,-0.11580914641606453,0.019927516237177065,0.0724437630105726,0.041090455038816365,0.09113989784703422,0.023722137729671394,0.00933088395781699,0.0251170607967383,0.0867111575727073,0.07489189198990288,0.08500593373131402,0.27560174328900333,-0.2707481821939049,0.3892999664807052,0.3377978307785292,0.37263884380386975,0.48362531957682947,0.3717507577425829,0.04336640690753906,0.08956027679613522,0.5386132645019859,0.5232605145592034,-0.12948265068253248,0.04987898218243621,0.08544952859314431,0.05282322241737902,0.10024306067557807,0.027626177313485815,0.010002251577393477,0.030845623365898432,0.09882393207360243,0.08581951497659931,0.09552267724485224,0.3654596676333434,-0.3562711744861041,0.4700962907590546,0.3850022808270131,0.5818488923253197,0.8049842300461515,0.5629795904541072,-0.05083396298882129,0.022184300925410325,1.0,0.9269580179369062,-0.13667169481867752,0.09117963297034029,0.12268390373555449,0.060810012631061464,0.13589523317569485,0.03644522863955667,0.014351483186778837,0.04129005163581149,0.10151044531595281,0.0755855596745381,0.11093821253178213,-0.06483463195618627,0.007354235343963732,-0.04503670815663656,-0.09355032662253356,-0.0743496202490679,-0.027656007279628844
max km Z5-T1-T2 one day.2,0.2543426900595582,-0.25291088385036875,0.3857402420990159,0.3453397948507832,0.37228530346216204,0.4469849454891459,0.3568389597530387,0.07442846091708369,0.12195735182741553,0.4922267792173177,0.4914213181839899,-0.12101498825103296,0.009573230454208945,0.08666848068665717,0.04828104063011696,0.10710862982627871,0.0380819740926718,0.02004995514389133,0.04024414557715658,0.09660303763535111,0.07922133054850519,0.09742654699470055,0.29328414651575413,-0.2870444436411282,0.4272308483328219,0.3691600568991692,0.40594332886753054,0.4674951321521189,0.39028118312212495,0.09635253526099165,0.1428742765213274,0.5264020133723565,0.5297938159278542,-0.13585373453364236,0.041124854652829,0.10027268681055222,0.05974508951987468,0.11647813640363676,0.0436306520065163,0.02112762695922117,0.04732320558263166,0.1105959313912885,0.09147280675453749,0.1100100866587111,0.36905798010950625,-0.36588691960947706,0.5014833093607654,0.4247385374333864,0.5977438586307027,0.7140513167886549,0.5426261259897998,0.02921261766792735,0.10918694577832914,0.9269580179369062,1.0,-0.14896747960832082,0.07410568317987702,0.13398934806629118,0.06604313264674075,0.15421465283164987,0.053931597191447724,0.027655662829480687,0.05953590474589237,0.11533221457937785,0.08544014546397002,0.1251568273722323,-0.06905177805577409,0.007476727571138857,-0.044821381947962625,-0.1025991977702861,-0.08154125793338175,-0.01101194969257453
total hours alternative training.2,0.12277905962935437,-0.06458435264077393,-0.16443185755688855,-0.1371989835148714,-0.12020393027217122,-0.14431541085777028,-0.1654114759457907,-0.0551517780682441,-0.0711599197307865,-0.10111532759948294,-0.10420479978950903,0.4967009392629149,0.1352710591515529,0.08176141035542812,0.05900434050605875,0.06787073961699544,0.06855564916107285,0.06714617915274083,0.06794894351435664,0.06475345203250876,0.05947303862581328,0.05213824908742182,0.13791577528333113,-0.08298237729172434,-0.18688316207992015,-0.15155466338679147,-0.1442859549797895,-0.1598168045784547,-0.19273950248316069,-0.07719987887536456,-0.08422734535981788,-0.11345379630558279,-0.11959896133419079,0.6323375625793146,0.13246294195038885,0.09150665999830918,0.07368910177796124,0.07172078412861356,0.07450772180746565,0.07933672355776836,0.06991200329383357,0.07136164938096229,0.06855451712140521,0.057060334661659565,0.23005622671420167,-0.16936611861455128,-0.2114919220688913,-0.1613137897203145,-0.16956587832202993,-0.18394287041641383,-0.22668485889449952,-0.08781863777294369,-0.09435851924091038,-0.13667169481867752,-0.14896747960832082,1.0,0.13414479429709275,0.10530270239978548,0.09023627241623663,0.08569327798772881,0.08662813567513275,0.09353895212319817,0.08005579807324423,0.08533884605701157,0.08148800409866948,0.06822748527626221,-0.027738902147369363,0.00035067502838381125,0.023223663828916385,0.04776181566964257,0.02932907040922959,0.08940683941414267
nr. strength trainings.2,0.24253684896454394,-0.21738754158104245,-0.02412712685825721,-0.010139583781188847,0.019809072401013213,0.06961746965323852,0.03315600928044781,-0.029096143364577776,-0.02069710700000619,0.057153596351137176,0.047499675277687434,0.11218519982893058,0.5726240739413407,0.20415955379030498,0.11062297346909945,0.21823244601588135,0.21654244348918017,0.17187759289259194,0.22413231600629024,0.11255739251728189,0.05710758706218473,0.14712333665189065,0.2788706274025631,-0.24715578793797577,-0.006558722172250656,0.006493582921307783,0.03142956482284214,0.07129867428550593,0.03790953306806702,-0.02599490110899574,-0.020137510017351767,0.07451179730167799,0.06410438719436012,0.12867122218755866,0.6378288991468949,0.21542716380219024,0.1191297649283438,0.2297260814456903,0.22813358841079295,0.18423195895096472,0.2346294100516949,0.12063977423253643,0.059664279592340205,0.15906231126725165,0.40656458639592136,-0.35475416009564203,0.023340829600449337,0.0178517597667434,0.06639021027264601,0.06999865489342941,0.0629660139158305,0.008558551385339532,0.009187904124073835,0.09117963297034029,0.07410568317987702,0.13414479429709275,1.0,0.23446361441666505,0.1339240352804902,0.2407439275954137,0.238040096759291,0.19038443526125035,0.24643534261948633,0.1293437579422436,0.05153637938981188,0.1727594352244847,0.06237898595158367,0.018100722233928227,-0.043521049296551366,-0.05212479461427061,-0.04558436925164911,0.07995743887717115
avg exertion.2,0.17273356888256253,-0.22318925770980663,0.012580277467519935,0.045357857570394844,0.043489522239136186,0.12488325723665854,0.09120787521916611,-0.0003173259414568969,0.012615895708199562,0.07718971705555211,0.08915688850545594,0.058748845916430883,0.18984860545316937,0.8307253613959636,0.6305823530124799,0.788268389804147,0.6518487992925797,0.5457761932238904,0.6779540318870584,0.6445798325846895,0.4924595729796569,0.6536884396330118,0.20175151340079756,-0.25513701305156394,0.02190691269843513,0.05399928787357433,0.04986952989869824,0.13099770450478868,0.09931472108269539,0.0029132609870098423,0.017796718848189258,0.08610053678707509,0.10357602838314,0.0797264277554518,0.2056105968344829,0.8568634640885536,0.6479999094086507,0.8125176672012091,0.668694056987421,0.5600641694659699,0.6964293059239802,0.6706432742623762,0.5098710080898,0.6816308931160845,0.254352879670059,-0.30105784607233954,0.05247203237755025,0.08487560686043834,0.10462449874256553,0.16560344447812925,0.15324423863547526,0.043179981965472645,0.055412400975175406,0.12268390373555449,0.13398934806629118,0.10530270239978548,0.23446361441666505,1.0,0.7908282311529067,0.9176970358854971,0.6978777237200562,0.5800943286155561,0.7296165998154059,0.7325051817791715,0.5677411883723132,0.7357071466944307,0.34306762561487725,0.03890954668735708,-0.038951485200358994,-0.10940744381429315,-0.09122632400540288,0.5946395337509909
min exertion.2,0.104311392645885,-0.1443232170345475,-0.01623932689283275,0.00824158858637637,0.0185253809788473,0.0804718740519368,0.0637645211786312,-0.013729246818649328,-0.00437815887726266,0.053274059580030404,0.060173369808492916,0.04521110919773448,0.11499022779475677,0.6319075390216499,0.6348384971544438,0.5025387183874304,0.38857119316782035,0.3605405331537896,0.3905364336135689,0.5333877141300483,0.5070786950378321,0.4537042418966718,0.10854280801972087,-0.15077483155785235,-0.020040500990946692,0.002443700726095953,0.011826978929014124,0.07630344914997532,0.05869602717839689,-0.01662434955435075,-0.008667687430905947,0.048679690532297086,0.05824292072035687,0.07266929542027316,0.11832767313211413,0.6460600206826241,0.6566707220743886,0.5113569417691576,0.3965504497197063,0.3701426062620101,0.3989518338654881,0.5517191850350075,0.5247193313610797,0.47164092856528345,0.1122706668750687,-0.13294092111126868,-0.004188356768275272,0.027198442439397164,0.04554122005929017,0.07895017965242876,0.08257061677362519,0.016055963745789503,0.0212490472456895,0.060810012631061464,0.06604313264674075,0.09023627241623663,0.1339240352804902,0.7908282311529067,1.0,0.5564962917128777,0.4227228377819467,0.4219466262974402,0.41386544596487274,0.6268244945742335,0.6371051517955126,0.5129286615226992,0.2249956386414213,0.02499162177720844,-0.018492837114465917,-0.06254188179087146,-0.052327866187120035,0.40382334675884285
max exertion.2,0.19901582727543124,-0.2461971120892769,0.06130868384502483,0.08891483865458485,0.07312731156367576,0.13046716750165255,0.10589333034711902,0.029929711921527307,0.0433675471918354,0.08716731638731168,0.0999770395349274,0.046445319648808214,0.2009997697263249,0.7842167721310951,0.5004558407092903,0.8195600687180474,0.7228438799268968,0.5865711378529693,0.7565149329464804,0.5925108687483782,0.3942405307918696,0.6564223598877247,0.23448667101122142,-0.28738429921728237,0.07577234225900359,0.10621470497788474,0.0826798138742736,0.13765378159052855,0.11809044827050078,0.03620321659125504,0.05164053367875421,0.09727456740397275,0.11556536207265847,0.05915385796062039,0.21718476958927496,0.8116555294093123,0.5128889295555421,0.848636161137945,0.7418393108117217,0.6015323691931207,0.7776031233781112,0.6176491549266013,0.40782020337038405,0.6854542999155561,0.3068322917478525,-0.36847309120188915,0.10949008621282935,0.13368772331274864,0.13177199248746654,0.17822808489906203,0.1707439945908624,0.06834461986981676,0.08421516580010385,0.13589523317569485,0.15421465283164987,0.08569327798772881,0.2407439275954137,0.9176970358854971,0.5564962917128777,1.0,0.7710494887089696,0.6034359778630756,0.8193501730417716,0.6638498530712424,0.43533190875717936,0.7403430553040525,0.3782447033036965,0.04089007805125196,-0.04706313102440207,-0.12300748567325122,-0.10211142922797811,0.627481415336854
avg training success.2,0.17674011787519217,-0.21023696640462905,0.05931273352371178,0.09519983758514758,0.05658642957630589,0.009325293485981892,0.026884666159527348,0.07039201963536766,0.07510106227993779,0.029949328522694146,0.045609993960744444,0.06388089284956519,0.22038961581355415,0.6591107592468495,0.3931903668937075,0.7349892964020649,0.9096227769989392,0.7993344492218815,0.9079908432577095,0.44606994902411345,0.24966791917994058,0.5478396225566127,0.19890529285860473,-0.2377149609588948,0.06623569093920886,0.10481289844783459,0.0635827846636364,0.010793456129918309,0.030944754334222044,0.0751727283202708,0.07916467206605737,0.03743490532123858,0.05549582871242418,0.07562479921152454,0.23032071399232745,0.6760949240801892,0.4020434466340477,0.7520634819327441,0.932778580923881,0.8240474039914155,0.93011772516964,0.45926931639957247,0.25675128348467574,0.5635513005707952,0.2276448726909436,-0.2743968937062187,0.07928234101698312,0.12066500058070444,0.0699741511787694,0.008477567141662617,0.03555067320900157,0.08638903171309684,0.09375743782235518,0.03644522863955667,0.053931597191447724,0.08662813567513275,0.238040096759291,0.6978777237200562,0.4227228377819467,0.7710494887089696,1.0,0.9191127887955783,0.9806855553156077,0.47070809525664437,0.27838212526526723,0.5663028664758709,0.4524818017795615,0.0318282548923875,-0.02829274719838145,-0.09900636996452158,-0.0845822938333601,0.7057289826420436
min training success.2,0.1427971902092131,-0.1676364224974664,0.030418201441997087,0.060433825200841756,0.03697697115975702,-0.009629101808408834,0.002659295098300307,0.05391407399545337,0.05847191286362527,0.020465907192344448,0.035084206145222424,0.0728016683992414,0.18516440540916834,0.5549899525149581,0.3655348447427793,0.6013358048791914,0.8051717505456367,0.7439444322614485,0.7839654652553628,0.36306873886038826,0.22631166513374787,0.42802938674411156,0.16296758371257317,-0.19245660890577837,0.03332994180246972,0.060697290009588234,0.041579505357300366,-0.011672200987741197,0.005402736225854212,0.06015446482579428,0.06118444344067185,0.022406663014800494,0.0377265227359411,0.08679960014718005,0.1963218096121651,0.5678267263833725,0.3726984888222018,0.6139249196568378,0.8277300732023638,0.7696180979387343,0.8038571592018069,0.3709565220874802,0.22941387417429712,0.43922871862437646,0.1668249077524472,-0.19299593684439414,0.036611805502487646,0.07419183626483732,0.03517973337788955,-0.026432845196638254,-0.010208712601321794,0.060145010306987906,0.06612607347107509,0.014351483186778837,0.027655662829480687,0.09353895212319817,0.19038443526125035,0.5800943286155561,0.4219466262974402,0.6034359778630756,0.9191127887955783,1.0,0.845255834182562,0.3620327168236651,0.27383544150053307,0.39108832983660674,0.38577569311057214,0.022448813705152157,-0.020160178206188872,-0.0753345165769297,-0.06515347791465004,0.609945405635723
max training success.2,0.17857981798656752,-0.21463412600635093,0.06165368749417349,0.1008679901192327,0.05534956128606572,0.014837910136977345,0.03139632614024771,0.06933288092328825,0.07428245660042333,0.028459361779466077,0.04389432281023293,0.05843813821008063,0.2230796141690378,0.6828733419590688,0.394906641086443,0.7663595994659296,0.9054653181705195,0.7761529012032333,0.9177096388942015,0.47950857488392623,0.26281294271659417,0.5902831114521575,0.2016270080013416,-0.24322242549468218,0.07015633996132817,0.1142937711252313,0.06386603578449442,0.017691378499518854,0.03638039242137281,0.07408291880833867,0.07979625233959929,0.038170683360921734,0.056564085976516236,0.068728595490291,0.23269855278414617,0.7012214153324772,0.4031506302886558,0.7852224647983715,0.928480224161611,0.7995728411592016,0.9409815544713445,0.4959433521330462,0.27252056850405904,0.6084882064182997,0.23974960299654943,-0.29390864730573574,0.0870144697339643,0.1313519274305884,0.07590039485870137,0.02143671080730599,0.04961590971370129,0.08891412619646957,0.09665257978487612,0.04129005163581149,0.05953590474589237,0.08005579807324423,0.24643534261948633,0.7296165998154059,0.41386544596487274,0.8193501730417716,0.9806855553156077,0.845255834182562,1.0,0.5197322751912269,0.2854204708644982,0.6353310311165327,0.46411202539438534,0.034509626329261384,-0.02992285964329851,-0.10485909374564575,-0.08947434480539071,0.7224443706730944
avg recovery.2,0.17364194414463038,-0.22440189538461075,0.06815612546459768,0.09677275362659839,0.061165130792392136,0.1231495764750949,0.10195921444870887,0.015040533486799658,0.032952767614179514,0.08871765851958431,0.09954382355196073,0.043595037235296376,0.10791451792221914,0.6491172940100992,0.5400311890085527,0.5986044515883139,0.44247696000375913,0.3549882448272977,0.4807802689727216,0.7961916303649227,0.7065100951792129,0.7133861787306636,0.19340255180714655,-0.25001169822512365,0.07613552115317149,0.10520951776110014,0.06402377553579207,0.12464553018081864,0.10297635550641616,0.016347878205301748,0.03733572141978649,0.09377487486419356,0.10868801576375538,0.05711532502841432,0.11170885878484829,0.6631148056007452,0.5515178657393177,0.6129303652118098,0.45159076719611463,0.3598881087026537,0.4922507521012877,0.8277414523236136,0.7362093146110003,0.7402733050311481,0.22784065176905555,-0.2922488211034998,0.09017748027561906,0.12482857890889879,0.0774391321896384,0.1298866169112991,0.11502054758276915,0.028561832794300496,0.05155012699704136,0.10151044531595281,0.11533221457937785,0.08533884605701157,0.1293437579422436,0.7325051817791715,0.6268244945742335,0.6638498530712424,0.47070809525664437,0.3620327168236651,0.5197322751912269,1.0,0.8759829757711873,0.9070465551671922,0.29042869501710566,0.027782683635723306,-0.03890116333601388,-0.1192312573290484,-0.09847802930411911,0.5058327346205409
min recovery.2,0.1322176737901579,-0.1748348559591163,0.03795474421148216,0.05270451072693062,0.04072821381347287,0.10727656559890461,0.08470123025367224,-0.007586810329896453,0.009706764616084256,0.08082722960907257,0.08842963066850207,0.04542349687299825,0.05620904091253257,0.4929578382349169,0.505974644401144,0.39790161717863864,0.24963450888914265,0.2233409314824258,0.2674402548472018,0.707661922902824,0.7270898147173104,0.5487556620646495,0.14052436759023043,-0.1881150503790106,0.037122073489406666,0.05095423090252247,0.03465388165576889,0.10869257884316778,0.08073287836605643,-0.012431595475958871,0.006903119314124686,0.08039064912381906,0.08930530803181214,0.05905011019269354,0.054307453489816956,0.5018040458019231,0.5186660880229007,0.405908475493662,0.25272173171108014,0.2250316638244186,0.270443062143336,0.7305047200568259,0.7553537033086007,0.5650130943775412,0.14126106797802107,-0.18497403047097674,0.038754930199093804,0.06290322337806192,0.03460174012484694,0.09947334762035785,0.073485350428617,-0.0076231798294267815,0.01419585658422159,0.0755855596745381,0.08544014546397002,0.08148800409866948,0.05153637938981188,0.5677411883723132,0.6371051517955126,0.43533190875717936,0.27838212526526723,0.27383544150053307,0.2854204708644982,0.8759829757711873,1.0,0.6482419875068655,0.21153857892495126,0.013726584403078996,-0.026506312010526643,-0.08976672528035594,-0.07416155742246042,0.3539902091107831
max recovery.2,0.1812257638796005,-0.23208099221916795,0.0849932484726195,0.11826714054250319,0.0754757371342265,0.11947811967175531,0.10782657106882437,0.03707940314391106,0.05145065989674431,0.08401386212174247,0.09510824032277157,0.029012515604857868,0.13334268054404122,0.6591670714151134,0.4655597524825181,0.6617432125338754,0.5407015007913148,0.4174328344638328,0.5863332230591974,0.7119212485225205,0.5480323935748009,0.7182750124589166,0.20677906795868084,-0.2626685901917294,0.09974514768193343,0.13440112526159498,0.0846733870869861,0.12314439568447795,0.11306019630340147,0.0417493984305332,0.0592488049872985,0.0940973829608449,0.10920190635300578,0.03855729774268538,0.13909374673503688,0.6759967591063109,0.47448588155569704,0.6801345200095719,0.552473231228614,0.4206370929587822,0.6026610560394785,0.7432904924822136,0.5728670176892762,0.7469804348265269,0.2664194685649109,-0.3388646991409317,0.12519629273338878,0.15828112574976258,0.11168428274396668,0.13542056979503558,0.13998856880828756,0.06347090237917175,0.08127342245096139,0.11093821253178213,0.1251568273722323,0.06822748527626221,0.1727594352244847,0.7357071466944307,0.5129286615226992,0.7403430553040525,0.5663028664758709,0.39108832983660674,0.6353310311165327,0.9070465551671922,0.6482419875068655,1.0,0.32104483526977184,0.03406204126681038,-0.04246233641133379,-0.12242944364421918,-0.10083426020175275,0.5534187052309527
Athlete ID,-0.020746619126676805,-0.006944555818170857,-0.07169183983639267,-0.03624529753717951,-0.058709218375737574,-0.06630163234096953,-0.03609474686466317,0.003443587462394575,-0.002823851252770076,-0.06460270601597719,-0.06689009092150985,-0.033903950127204825,0.07180515394727995,0.3495786427166323,0.2288125585566274,0.385984360386686,0.45524388297130175,0.3875629369040876,0.46668050056538163,0.2984690771224907,0.2174403933254607,0.33034931616003094,-0.02651111827754227,0.0003269894649492199,-0.07314409507461647,-0.037118849567023535,-0.05553967647037307,-0.06784919681274493,-0.03682161686970128,0.006420514563744221,0.0003652354722484758,-0.06286805104165956,-0.06558377086059755,-0.035241508821063236,0.06658247091984296,0.34549647044620424,0.22831693360450786,0.3809032553172739,0.45320757143769846,0.38659187876416706,0.46491339920233105,0.29620483942596215,0.21708894301500734,0.32672152397342674,-0.02822004160614967,0.003308827843257135,-0.07289048440993615,-0.039815486982506434,-0.05946684652450183,-0.06856094804109553,-0.038085448570386496,0.0039025880079607412,-0.0020523381602288453,-0.06483463195618627,-0.06905177805577409,-0.027738902147369363,0.06237898595158367,0.34306762561487725,0.2249956386414213,0.3782447033036965,0.4524818017795615,0.38577569311057214,0.46411202539438534,0.29042869501710566,0.21153857892495126,0.32104483526977184,1.0,0.00540446004466139,-0.01733560579822414,-0.03521126624390384,-0.018889676245877896,0.58115809805914
injury,0.02938066275188723,-0.03284573124691,0.0073500552718006144,0.00978735850244175,0.027755136946649283,0.024211803344303458,0.02944157505545271,0.012254681729721854,0.012298871800376822,0.023045111076258354,0.020815386517297658,-0.0003622411911085562,0.028733763133393486,0.04877122306772159,0.025109396052323107,0.05156456014472429,0.035394842864868395,0.02326714128578199,0.038485364251891335,0.03364031152308816,0.015897607014952273,0.043162603944844634,0.02280618160084043,-0.025024651323796016,0.006128075745380201,0.010498596368852352,0.01654586570819535,0.01819639013718689,0.01935306855694927,0.006301268959048189,0.006762738952476111,0.014878362716495144,0.01300925155652562,-0.005622044490064859,0.02977252139595596,0.04339707228923078,0.02543773513759609,0.04563634535339451,0.033338879994422733,0.02419460731250856,0.035923484099355855,0.03057344665994329,0.016261518225876095,0.036538740412300395,0.012100927240306389,-0.014604851192875776,-0.0035212914053410617,0.0011609295255969932,0.005765866895127102,0.0085530066146725,0.006973364700532317,0.00041969782957537786,0.0021078657733670804,0.007354235343963732,0.007476727571138857,0.00035067502838381125,0.018100722233928227,0.03890954668735708,0.02499162177720844,0.04089007805125196,0.0318282548923875,0.022448813705152157,0.034509626329261384,0.027782683635723306,0.013726584403078996,0.03406204126681038,0.00540446004466139,1.0,-0.003676010142675763,0.0026256804980144682,-0.00016594343515385877,0.029498342226829264
rel total kms week 0_1,-0.030347464005429137,0.03195873541762804,-0.018340678896759607,0.004339655542379335,-0.034946419822566854,-0.061929850009183024,-0.06376630586424835,-0.0037934804191635226,-0.0006985400910229253,-0.04551715713876518,-0.046866928646581034,0.01518434714265376,-0.03191816615563744,-0.015260263348440828,-0.007434000906118464,-0.017573650908918124,-0.005731453938385507,-0.0009071389453847387,-0.006743769288324929,-0.00971951580704049,-0.002793369695619199,-0.013903800765251101,-0.17541941308030154,0.20315044932066836,-0.1362252587442403,-0.15687361796298815,-0.10714199904966179,-0.09051039530373353,-0.13350608900677832,-0.07037350328309094,-0.07618225746536414,-0.07354924456973656,-0.07997816643817697,0.03239722458994295,-0.04831176499938547,-0.09255575595161938,-0.05317431526233216,-0.1035734270278895,-0.08483494863156264,-0.06548945642554016,-0.08982155334352727,-0.10060104629587778,-0.07669538947475878,-0.10279539888042782,-0.10305215526649218,0.11257305399850509,-0.07855605095927849,-0.06893597815830099,-0.0537477969829328,-0.05685594498549208,-0.07735719004660147,-0.026961418907859764,-0.033237006318916,-0.04503670815663656,-0.044821381947962625,0.023223663828916385,-0.043521049296551366,-0.038951485200358994,-0.018492837114465917,-0.04706313102440207,-0.02829274719838145,-0.020160178206188872,-0.02992285964329851,-0.03890116333601388,-0.026506312010526643,-0.04246233641133379,-0.01733560579822414,-0.003676010142675763,1.0,0.2648342379956365,-0.010507080855865929,-0.014888809849157966
